,crn,date,subj,sub_num,course,location,section,description,instructor,credit
5528,35019,"12:10 - 1:00 PM, MWF",NUT,115,NUT 115,YOUNG 194,A01,Animal Nutrition,"Depeters, E",4.0
5529,35020,"2:10 - 5:00 PM, W",NUT,115,NUT 115,MEYER 1420,A02,Animal Nutrition,"Depeters, E",4.0
5530,35020,"12:10 - 1:00 PM, MWF",NUT,115,NUT 115,YOUNG 194,A02,Animal Nutrition,"Depeters, E",4.0
5531,35021,"12:10 - 1:00 PM, MWF",NUT,115,NUT 115,YOUNG 194,A03,Animal Nutrition,"Depeters, E",4.0
5532,35021,"11:00 - 1:50 PM, R",NUT,115,NUT 115,MEYER 1420,A03,Animal Nutrition,"Depeters, E",4.0
5533,35022,"12:10 - 1:00 PM, MWF",NUT,115,NUT 115,YOUNG 194,A04,Animal Nutrition,"Depeters, E",4.0
5534,35022,"2:10 - 5:00 PM, R",NUT,115,NUT 115,MEYER 1420,A04,Animal Nutrition,"Depeters, E",4.0
5535,35023,"10:00 - 10:50 AM, MWF",NUT,116B,NUT 116B,GIEDT 1003,001,Clinical Nutrition,"Zivkovic, A",3.0
5536,35024,"11:00 - 11:50 AM, F",NUT,116BL,NUT 116BL,GROVE 1309,001,Nutrition Practicum,"Chondronikola, M",3.0
5537,35024,"8:30 - 9:50 AM, MW",NUT,116BL,NUT 116BL,GROVE 1309,001,Nutrition Practicum,"Chondronikola, M",3.0
5538,35024,"8:00 - 8:20 AM, MW",NUT,116BL,NUT 116BL,GROVE 1309,001,Nutrition Practicum,"Chondronikola, M",3.0
5539,35027,"2:10 - 4:00 PM, MW",NUT,118,NUT 118,TLC 1010,001,Community Nutrition,"Au,Prado",4.0
5540,35077,"11:00 - 11:50 AM, W",NUT,190,NUT 190,MEYER 1135,001,Proseminar in Nutrition,"Steinberg, F",1.0
5541,35080,"2:10 - 3:00 PM, T",NUT,190,NUT 190,MEYER 3208,004,Proseminar in Nutrition,"Steinberg, F",1.0
5542,35409,"1:10 - 3:00 PM, M",NUT,252,NUT 252,MEYER 1131,001,Nutrition & Development,"Oteiza De Fraga, P",3.0
5543,35501,"12:10 - 1:00 PM, W",NUT,291,NUT 291,MEYER 1138,001,Adv Nutrition Sem,"Prado, E",1.0
5544,35502,"12:10 - 1:00 PM, M",NUT,291,NUT 291,MEYER 1138,002,Adv Nutrition Sem,"Slupsky, C",1.0
5545,34906,"9:00 - 9:50 AM, F",NUB,210B,NUB 210B,MEYER 1131,001,Advanced Nutrition II,"Haj, F",5.0
5546,34906,"9:00 - 10:50 AM, MW",NUB,210B,NUB 210B,MEYER 1131,001,Advanced Nutrition II,"Haj, F",5.0
5547,36430,"2:10 - 5:00 PM, R",PFS,259,PFS 259,WRIGHT 222,001,Contemporary Performance,"Rossini, J",4.0
5548,36431,"12:10 - 3:00 PM, W",PFS,265A,PFS 265A,CRUESS,001,Modes of Production,"Lemieux, P",4.0
5549,45688,"1:10 - 4:00 PM, T",PFS,265D,PFS 265D,ARTANX,001,Theory/history/criticism,"Wyman, J",4.0
5550,36526,TBA,PFS,459,PFS 459,TBA,001,Approach to Thtr & Dance,The Staff,4.0
5551,36419,"11:00 - 11:50 AM, MTWRF",PER,002,PER 002,WELLMN 27,001,Elementary Persian,"Saberi-Najafi, N",5.0
5552,36421,"12:10 - 1:00 PM, MTWR",PER,022,PER 022,WELLMN 101,001,Intermediate Persian,"Saberi-Najafi, N",4.0
5553,40774,"8:00 - 9:00 AM, MTWR",PTX,202,PTX 202,VM3B 1105,001,Princ Pharm Tox II,"Angelastro,Cortopassi",4.0
5554,40779,TBA,PTX,290,PTX 290,TBA,001,Seminar,"Horne, M",1.0
5555,40780,TBA,PTX,290,PTX 290,TBA,002,Seminar,"Van Winkle, L",1.0
5556,40783,TBA,PTX,290C,PTX 290C,TBA,002,Adv Research Conf,"Van Winkle, L",1.0
5557,36687,"10:30 - 11:50 AM, TR",PHI,001,PHI 001,SCRBOK 160,A01,Intro To Philos,"Sennet, A",4.0
5558,36687,"6:10 - 7:00 PM, M",PHI,001,PHI 001,OLSON 267,A01,Intro To Philos,"Sennet, A",4.0
5559,36688,"10:30 - 11:50 AM, TR",PHI,001,PHI 001,SCRBOK 160,A02,Intro To Philos,"Sennet, A",4.0
5560,36688,"7:10 - 8:00 PM, M",PHI,001,PHI 001,HART 1128,A02,Intro To Philos,"Sennet, A",4.0
5561,36689,"6:10 - 7:00 PM, T",PHI,001,PHI 001,TBA,A03,Intro To Philos,"Sennet, A",4.0
5562,36689,"10:30 - 11:50 AM, TR",PHI,001,PHI 001,SCRBOK 160,A03,Intro To Philos,"Sennet, A",4.0
5563,36690,"7:10 - 8:00 PM, T",PHI,001,PHI 001,WICKSN 1038,A04,Intro To Philos,"Sennet, A",4.0
5564,36690,"10:30 - 11:50 AM, TR",PHI,001,PHI 001,SCRBOK 160,A04,Intro To Philos,"Sennet, A",4.0
5565,36691,"6:10 - 7:00 PM, W",PHI,001,PHI 001,WICKSN 1038,A05,Intro To Philos,"Sennet, A",4.0
5566,36691,"10:30 - 11:50 AM, TR",PHI,001,PHI 001,SCRBOK 160,A05,Intro To Philos,"Sennet, A",4.0
5567,36692,"7:10 - 8:00 PM, W",PHI,001,PHI 001,VEIMYR 116,A06,Intro To Philos,"Sennet, A",4.0
5568,36692,"10:30 - 11:50 AM, TR",PHI,001,PHI 001,SCRBOK 160,A06,Intro To Philos,"Sennet, A",4.0
5569,36693,"6:10 - 7:00 PM, T",PHI,005,PHI 005,TBA,A01,Critical Reasoning,"Glick, D",4.0
5570,36693,"12:10 - 1:30 PM, TR",PHI,005,PHI 005,WELLMN 126,A01,Critical Reasoning,"Glick, D",4.0
5571,36694,"7:10 - 8:00 PM, T",PHI,005,PHI 005,OLSON 267,A02,Critical Reasoning,"Glick, D",4.0
5572,36694,"12:10 - 1:30 PM, TR",PHI,005,PHI 005,WELLMN 126,A02,Critical Reasoning,"Glick, D",4.0
5573,36695,"6:10 - 7:00 PM, R",PHI,005,PHI 005,OLSON 101,A03,Critical Reasoning,"Glick, D",4.0
5574,36695,"12:10 - 1:30 PM, TR",PHI,005,PHI 005,WELLMN 126,A03,Critical Reasoning,"Glick, D",4.0
5575,36696,"12:10 - 1:30 PM, TR",PHI,005,PHI 005,WELLMN 126,A04,Critical Reasoning,"Glick, D",4.0
5576,36696,"7:10 - 8:00 PM, R",PHI,005,PHI 005,HART 1120,A04,Critical Reasoning,"Glick, D",4.0
5577,36708,"6:10 - 7:00 PM, T",PHI,010,PHI 010,GROVE 1283,A01,Intro Cognitive Science,"Dorsey, J",4.0
5578,36708,"12:10 - 1:30 PM, TR",PHI,010,PHI 010,WELLMN 106,A01,Intro Cognitive Science,"Dorsey, J",4.0
5579,36709,"12:10 - 1:30 PM, TR",PHI,010,PHI 010,WELLMN 106,A02,Intro Cognitive Science,"Dorsey, J",4.0
5580,36709,"7:10 - 8:00 PM, T",PHI,010,PHI 010,GROVE 1283,A02,Intro Cognitive Science,"Dorsey, J",4.0
5581,36710,"6:10 - 7:00 PM, R",PHI,010,PHI 010,HART 1116,A03,Intro Cognitive Science,"Dorsey, J",4.0
5582,36710,"12:10 - 1:30 PM, TR",PHI,010,PHI 010,WELLMN 106,A03,Intro Cognitive Science,"Dorsey, J",4.0
5583,36711,"12:10 - 1:30 PM, TR",PHI,010,PHI 010,WELLMN 106,A04,Intro Cognitive Science,"Dorsey, J",4.0
5584,36711,"7:10 - 8:00 PM, R",PHI,010,PHI 010,GROVE 1283,A04,Intro Cognitive Science,"Dorsey, J",4.0
5585,36712,"12:10 - 1:30 PM, TR",PHI,011,PHI 011,OLSON 158,A01,Asian Philosophy,"Harris, T",4.0
5586,36712,"6:10 - 7:00 PM, T",PHI,011,PHI 011,TBA,A01,Asian Philosophy,"Harris, T",4.0
5587,36713,"12:10 - 1:30 PM, TR",PHI,011,PHI 011,OLSON 158,A02,Asian Philosophy,"Harris, T",4.0
5588,36713,"7:10 - 8:00 PM, T",PHI,011,PHI 011,HART 1128,A02,Asian Philosophy,"Harris, T",4.0
5589,36714,"6:10 - 7:00 PM, M",PHI,012,PHI 012,HART 1128,A01,Intro to Symbol Logic,"French, R",4.0
5590,36714,"1:40 - 3:00 PM, TR",PHI,012,PHI 012,MDSC C 180,A01,Intro to Symbol Logic,"French, R",4.0
5591,36715,"7:10 - 8:00 PM, M",PHI,012,PHI 012,WELLMN 233,A02,Intro to Symbol Logic,"French, R",4.0
5592,36715,"1:40 - 3:00 PM, TR",PHI,012,PHI 012,MDSC C 180,A02,Intro to Symbol Logic,"French, R",4.0
5593,36716,"6:10 - 7:00 PM, T",PHI,012,PHI 012,TBA,A03,Intro to Symbol Logic,"French, R",4.0
5594,36716,"1:40 - 3:00 PM, TR",PHI,012,PHI 012,MDSC C 180,A03,Intro to Symbol Logic,"French, R",4.0
5595,36717,"7:10 - 8:00 PM, T",PHI,012,PHI 012,HART 1120,A04,Intro to Symbol Logic,"French, R",4.0
5596,36717,"1:40 - 3:00 PM, TR",PHI,012,PHI 012,MDSC C 180,A04,Intro to Symbol Logic,"French, R",4.0
5597,36718,"6:10 - 7:00 PM, R",PHI,012,PHI 012,OLSON 267,A05,Intro to Symbol Logic,"French, R",4.0
5598,36718,"1:40 - 3:00 PM, TR",PHI,012,PHI 012,MDSC C 180,A05,Intro to Symbol Logic,"French, R",4.0
5599,36719,"7:10 - 8:00 PM, R",PHI,012,PHI 012,WELLMN 233,A06,Intro to Symbol Logic,"French, R",4.0
5600,36719,"1:40 - 3:00 PM, TR",PHI,012,PHI 012,MDSC C 180,A06,Intro to Symbol Logic,"French, R",4.0
5601,36720,"9:00 - 10:20 AM, TR",PHI,013,PHI 013,YOUNG 198,001,"Minds, Brains, Computers","Dorsey, J",3.0
5602,36721,"6:10 - 7:00 PM, M",PHI,013G,PHI 013G,HART 1120,A01,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5603,36721,"9:00 - 10:20 AM, TR",PHI,013G,PHI 013G,YOUNG 198,A01,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5604,36722,"9:00 - 10:20 AM, TR",PHI,013G,PHI 013G,YOUNG 198,A02,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5605,36722,"7:10 - 8:00 PM, M",PHI,013G,PHI 013G,STORER 1342,A02,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5606,36723,"9:00 - 10:20 AM, TR",PHI,013G,PHI 013G,YOUNG 198,A03,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5607,36723,"6:10 - 7:00 PM, W",PHI,013G,PHI 013G,WELLMN 205,A03,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5608,36724,"9:00 - 10:20 AM, TR",PHI,013G,PHI 013G,YOUNG 198,A04,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5609,36724,"7:10 - 8:00 PM, W",PHI,013G,PHI 013G,WELLMN 233,A04,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5610,36725,"9:00 - 10:20 AM, TR",PHI,013G,PHI 013G,YOUNG 198,A05,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5611,36725,"6:10 - 7:00 PM, R",PHI,013G,PHI 013G,HART 1128,A05,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5612,36726,"7:10 - 8:00 PM, R",PHI,013G,PHI 013G,STORER 1342,A06,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5613,36726,"9:00 - 10:20 AM, TR",PHI,013G,PHI 013G,YOUNG 198,A06,Minds Brains Comp w/Disc,"Dorsey, J",4.0
5614,44834,"3:10 - 4:30 PM, TR",PHI,024,PHI 024,HUTCH 115,A01,Introduction to Ethics,"Tierney, H",4.0
5615,44834,"6:10 - 7:00 PM, R",PHI,024,PHI 024,GIEDT 1006,A01,Introduction to Ethics,"Tierney, H",4.0
5616,44837,"7:10 - 8:00 PM, R",PHI,024,PHI 024,OLSON 163,A02,Introduction to Ethics,"Tierney, H",4.0
5617,44837,"3:10 - 4:30 PM, TR",PHI,024,PHI 024,HUTCH 115,A02,Introduction to Ethics,"Tierney, H",4.0
5618,36731,"6:10 - 8:00 PM, MW",PHI,030,PHI 030,WELLMN 126,A01,Intro Phil Science,"Ney, A",4.0
5619,36731,"11:00 - 11:50 AM, M",PHI,030,PHI 030,BAINER 1134,A01,Intro Phil Science,"Ney, A",4.0
5620,36732,"6:10 - 8:00 PM, MW",PHI,030,PHI 030,WELLMN 126,A02,Intro Phil Science,"Ney, A",4.0
5621,36732,"12:10 - 1:00 PM, M",PHI,030,PHI 030,BAINER 1134,A02,Intro Phil Science,"Ney, A",4.0
5622,36733,"6:10 - 8:00 PM, MW",PHI,030,PHI 030,WELLMN 126,A03,Intro Phil Science,"Ney, A",4.0
5623,36733,"11:00 - 11:50 AM, W",PHI,030,PHI 030,WICKSN 1020,A03,Intro Phil Science,"Ney, A",4.0
5624,36734,"12:10 - 1:00 PM, W",PHI,030,PHI 030,WICKSN 1020,A04,Intro Phil Science,"Ney, A",4.0
5625,36734,"6:10 - 8:00 PM, MW",PHI,030,PHI 030,WELLMN 126,A04,Intro Phil Science,"Ney, A",4.0
5626,36735,"6:10 - 7:00 PM, T",PHI,031,PHI 031,TBA,A01,Scientific Reason,"Kao, H",4.0
5627,36735,"1:40 - 3:00 PM, TR",PHI,031,PHI 031,WALKER 1310,A01,Scientific Reason,"Kao, H",4.0
5628,36736,"7:10 - 8:00 PM, T",PHI,031,PHI 031,WELLMN 233,A02,Scientific Reason,"Kao, H",4.0
5629,36736,"1:40 - 3:00 PM, TR",PHI,031,PHI 031,WALKER 1310,A02,Scientific Reason,"Kao, H",4.0
5630,36737,"6:10 - 7:00 PM, W",PHI,031,PHI 031,WELLMN 229,A03,Scientific Reason,"Kao, H",4.0
5631,36737,"1:40 - 3:00 PM, TR",PHI,031,PHI 031,WALKER 1310,A03,Scientific Reason,"Kao, H",4.0
5632,36738,"1:40 - 3:00 PM, TR",PHI,031,PHI 031,WALKER 1310,A04,Scientific Reason,"Kao, H",4.0
5633,36738,"7:10 - 8:00 PM, W",PHI,031,PHI 031,OLSON 227,A04,Scientific Reason,"Kao, H",4.0
5634,36739,"1:40 - 3:00 PM, TR",PHI,031,PHI 031,WALKER 1310,A05,Scientific Reason,"Kao, H",4.0
5635,36739,"6:10 - 7:00 PM, R",PHI,031,PHI 031,HART 1120,A05,Scientific Reason,"Kao, H",4.0
5636,36740,"1:40 - 3:00 PM, TR",PHI,031,PHI 031,WALKER 1310,A06,Scientific Reason,"Kao, H",4.0
5637,36740,"7:10 - 8:00 PM, R",PHI,031,PHI 031,OLSON 227,A06,Scientific Reason,"Kao, H",4.0
5638,36741,"9:00 - 9:50 AM, MWF",PHI,038,PHI 038,WELLMN 26,A01,Intro Philosophy of Biol,"Miller, S",4.0
5639,36741,"6:10 - 7:00 PM, M",PHI,038,PHI 038,OLSON 227,A01,Intro Philosophy of Biol,"Miller, S",4.0
5640,36742,"9:00 - 9:50 AM, MWF",PHI,038,PHI 038,WELLMN 26,A02,Intro Philosophy of Biol,"Miller, S",4.0
5641,36742,"7:10 - 8:00 PM, M",PHI,038,PHI 038,OLSON 167,A02,Intro Philosophy of Biol,"Miller, S",4.0
5642,44840,"9:00 - 9:50 AM, MWF",PHI,038,PHI 038,WELLMN 26,A03,Intro Philosophy of Biol,"Miller, S",4.0
5643,44840,"6:10 - 7:00 PM, W",PHI,038,PHI 038,VEIMYR 116,A03,Intro Philosophy of Biol,"Miller, S",4.0
5644,44841,"9:00 - 9:50 AM, MWF",PHI,038,PHI 038,WELLMN 26,A04,Intro Philosophy of Biol,"Miller, S",4.0
5645,44841,"7:10 - 8:00 PM, W",PHI,038,PHI 038,OLSON 167,A04,Intro Philosophy of Biol,"Miller, S",4.0
5646,36779,"2:10 - 4:00 PM, MW",PHI,101,PHI 101,WELLMN 202,A01,Metaphysics,"Ney, A",4.0
5647,36779,"6:10 - 7:00 PM, M",PHI,101,PHI 101,OLSON 125,A01,Metaphysics,"Ney, A",4.0
5648,36780,"2:10 - 4:00 PM, MW",PHI,101,PHI 101,WELLMN 202,A02,Metaphysics,"Ney, A",4.0
5649,36780,"7:10 - 8:00 PM, M",PHI,101,PHI 101,OLSON 125,A02,Metaphysics,"Ney, A",4.0
5650,36781,"4:40 - 6:00 PM, TR",PHI,102,PHI 102,GIEDT 1006,001,Theory of Knowledge,"Kao, H",4.0
5651,44842,"10:30 - 11:50 AM, TR",PHI,108,PHI 108,HARING 1204,A01,Philosophy of Biology,"Griesemer, J",4.0
5652,44842,"6:10 - 7:00 PM, T",PHI,108,PHI 108,STORER 1342,A01,Philosophy of Biology,"Griesemer, J",4.0
5653,44844,"10:30 - 11:50 AM, TR",PHI,108,PHI 108,HARING 1204,A02,Philosophy of Biology,"Griesemer, J",4.0
5654,44844,"7:10 - 8:00 PM, T",PHI,108,PHI 108,OLSON 125,A02,Philosophy of Biology,"Griesemer, J",4.0
5655,44846,"4:40 - 6:00 PM, TR",PHI,113,PHI 113,HART 1116,001,Metalogic,"French, R",4.0
5656,44847,"10:30 - 11:50 AM, TR",PHI,115,PHI 115,OLSON 207,001,Prob in Normative Ethics,"Tierney, H",4.0
5657,36789,"2:10 - 3:00 PM, MWF",PHI,117,PHI 117,GIEDT 1007,001,Foundation of Ethics,"Lee, J",4.0
5658,44848,"9:00 - 10:20 AM, TR",PHI,123,PHI 123,PHYSIC 140,001,Aesthetics,"Harris, T",4.0
5659,36795,"12:10 - 2:00 PM, TR",PHI,175,PHI 175,WELLMN 207,001,Kant,"Naranjo Sandoval, A",4.0
5660,44849,"3:10 - 4:30 PM, TR",PHI,189I,PHI 189I,GIEDT 1006,001,Topics Phil of Science,"Glick, D",4.0
5661,36870,"3:10 - 6:00 PM, T",PHI,200B,PHI 200B,SOCSCI 2275,001,Proseminar II,"Gilmore, C",4.0
5662,44850,"3:10 - 6:00 PM, R",PHI,208,PHI 208,SOCSCI 2275,001,Phil Of Biology,"Griesemer, J",4.0
5663,44851,"3:10 - 6:00 PM, M",PHI,237,PHI 237,SOCSCI 2275,001,Phil Of Language,"Sennet, A",4.0
5664,44852,"3:10 - 6:00 PM, W",PHI,290,PHI 290,SOCSCI 2275,001,History of Philosophy,"Naranjo Sandoval, A",4.0
5665,36999,"6:10 - 7:30 PM, MW",PHY,001A,PHY 001A,RESSLR 66,001,Principles Physics,"Ferenc, D",3.0
5666,37000,"12:10 - 1:30 PM, TR",PHY,001B,PHY 001B,RESSLR 66,001,Principles Physics,"Gregg, M",3.0
5667,37001,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A01,General Physics,"Guthrie,Mitchell",4.0
5668,37001,"10:30 - 12:50 PM, MW",PHY,007A,PHY 007A,EPHSCI 2319,A01,General Physics,"Guthrie,Mitchell",4.0
5669,37002,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A02,General Physics,"Guthrie,Mitchell",4.0
5670,37002,"2:10 - 4:30 PM, MR",PHY,007A,PHY 007A,EPHSCI 2319,A02,General Physics,"Guthrie,Mitchell",4.0
5671,37003,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A03,General Physics,"Guthrie,Mitchell",4.0
5672,37003,"4:40 - 7:00 PM, MW",PHY,007A,PHY 007A,EPHSCI 2319,A03,General Physics,"Guthrie,Mitchell",4.0
5673,37004,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A04,General Physics,"Guthrie,Mitchell",4.0
5674,37004,"7:10 - 9:30 PM, MW",PHY,007A,PHY 007A,EPHSCI 2319,A04,General Physics,"Guthrie,Mitchell",4.0
5675,37005,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A05,General Physics,"Guthrie,Mitchell",4.0
5676,37005,"8:00 - 10:20 AM, TR",PHY,007A,PHY 007A,EPHSCI 2319,A05,General Physics,"Guthrie,Mitchell",4.0
5677,37006,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A06,General Physics,"Guthrie,Mitchell",4.0
5678,37006,"10:30 - 12:50 PM, TF",PHY,007A,PHY 007A,EPHSCI 2319,A06,General Physics,"Guthrie,Mitchell",4.0
5679,37007,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A07,General Physics,"Guthrie,Mitchell",4.0
5680,37007,"10:30 - 12:50 PM, R",PHY,007A,PHY 007A,EPHSCI 2319,A07,General Physics,"Guthrie,Mitchell",4.0
5681,37007,"2:10 - 4:30 PM, T",PHY,007A,PHY 007A,EPHSCI 2319,A07,General Physics,"Guthrie,Mitchell",4.0
5682,37008,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A08,General Physics,"Guthrie,Mitchell",4.0
5683,37008,"4:40 - 7:00 PM, TR",PHY,007A,PHY 007A,EPHSCI 2319,A08,General Physics,"Guthrie,Mitchell",4.0
5684,37009,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A09,General Physics,"Guthrie,Mitchell",4.0
5685,37009,"7:10 - 9:30 PM, TR",PHY,007A,PHY 007A,EPHSCI 2319,A09,General Physics,"Guthrie,Mitchell",4.0
5686,37010,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A10,General Physics,"Guthrie,Mitchell",4.0
5687,37010,"8:00 - 10:20 AM, WF",PHY,007A,PHY 007A,EPHSCI 2319,A10,General Physics,"Guthrie,Mitchell",4.0
5688,37011,"7:30 - 8:50 AM, M",PHY,007A,PHY 007A,RESSLR 66,A11,General Physics,"Guthrie,Mitchell",4.0
5689,37011,"2:10 - 4:30 PM, WF",PHY,007A,PHY 007A,EPHSCI 2319,A11,General Physics,"Guthrie,Mitchell",4.0
5690,37012,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B01,General Physics,"Guthrie,Mitchell",4.0
5691,37012,"10:30 - 12:50 PM, MW",PHY,007A,PHY 007A,EPHSCI 2319,B01,General Physics,"Guthrie,Mitchell",4.0
5692,37013,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B02,General Physics,"Guthrie,Mitchell",4.0
5693,37013,"2:10 - 4:30 PM, MR",PHY,007A,PHY 007A,EPHSCI 2319,B02,General Physics,"Guthrie,Mitchell",4.0
5694,37014,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B03,General Physics,"Guthrie,Mitchell",4.0
5695,37014,"4:40 - 7:00 PM, MW",PHY,007A,PHY 007A,EPHSCI 2319,B03,General Physics,"Guthrie,Mitchell",4.0
5696,37015,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B04,General Physics,"Guthrie,Mitchell",4.0
5697,37015,"7:10 - 9:30 PM, MW",PHY,007A,PHY 007A,EPHSCI 2319,B04,General Physics,"Guthrie,Mitchell",4.0
5698,37016,"8:00 - 10:20 AM, TR",PHY,007A,PHY 007A,EPHSCI 2319,B05,General Physics,"Guthrie,Mitchell",4.0
5699,37016,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B05,General Physics,"Guthrie,Mitchell",4.0
5700,37017,"10:30 - 12:50 PM, TF",PHY,007A,PHY 007A,EPHSCI 2319,B06,General Physics,"Guthrie,Mitchell",4.0
5701,37017,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B06,General Physics,"Guthrie,Mitchell",4.0
5702,37018,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B07,General Physics,"Guthrie,Mitchell",4.0
5703,37018,"10:30 - 12:50 PM, R",PHY,007A,PHY 007A,EPHSCI 2319,B07,General Physics,"Guthrie,Mitchell",4.0
5704,37018,"2:10 - 4:30 PM, T",PHY,007A,PHY 007A,EPHSCI 2319,B07,General Physics,"Guthrie,Mitchell",4.0
5705,37019,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B08,General Physics,"Guthrie,Mitchell",4.0
5706,37019,"4:40 - 7:00 PM, TR",PHY,007A,PHY 007A,EPHSCI 2319,B08,General Physics,"Guthrie,Mitchell",4.0
5707,37020,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B09,General Physics,"Guthrie,Mitchell",4.0
5708,37020,"7:10 - 9:30 PM, TR",PHY,007A,PHY 007A,EPHSCI 2319,B09,General Physics,"Guthrie,Mitchell",4.0
5709,37021,"8:00 - 10:20 AM, WF",PHY,007A,PHY 007A,EPHSCI 2319,B10,General Physics,"Guthrie,Mitchell",4.0
5710,37021,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B10,General Physics,"Guthrie,Mitchell",4.0
5711,37022,"9:00 - 10:20 AM, M",PHY,007A,PHY 007A,RESSLR 66,B11,General Physics,"Guthrie,Mitchell",4.0
5712,37022,"2:10 - 4:30 PM, WF",PHY,007A,PHY 007A,EPHSCI 2319,B11,General Physics,"Guthrie,Mitchell",4.0
5713,37023,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C01,General Physics,"Berry,Wells",4.0
5714,37023,"10:30 - 12:50 PM, TR",PHY,007A,PHY 007A,EPHSCI 2322,C01,General Physics,"Berry,Wells",4.0
5715,37024,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C02,General Physics,"Berry,Wells",4.0
5716,37024,"2:10 - 4:30 PM, TF",PHY,007A,PHY 007A,EPHSCI 2322,C02,General Physics,"Berry,Wells",4.0
5717,37025,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C03,General Physics,"Berry,Wells",4.0
5718,37025,"4:40 - 7:00 PM, TR",PHY,007A,PHY 007A,EPHSCI 2322,C03,General Physics,"Berry,Wells",4.0
5719,37026,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C04,General Physics,"Berry,Wells",4.0
5720,37026,"7:10 - 9:30 PM, TR",PHY,007A,PHY 007A,EPHSCI 2322,C04,General Physics,"Berry,Wells",4.0
5721,37027,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C05,General Physics,"Berry,Wells",4.0
5722,37027,"8:00 - 10:20 AM, WF",PHY,007A,PHY 007A,EPHSCI 2322,C05,General Physics,"Berry,Wells",4.0
5723,37028,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C06,General Physics,"Berry,Wells",4.0
5724,37028,"10:30 - 12:50 PM, F",PHY,007A,PHY 007A,EPHSCI 2322,C06,General Physics,"Berry,Wells",4.0
5725,37028,"2:10 - 4:30 PM, W",PHY,007A,PHY 007A,EPHSCI 2322,C06,General Physics,"Berry,Wells",4.0
5726,37029,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C07,General Physics,"Berry,Wells",4.0
5727,37029,"2:10 - 4:30 PM, MR",PHY,007A,PHY 007A,EPHSCI 2322,C07,General Physics,"Berry,Wells",4.0
5728,37030,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C08,General Physics,"Berry,Wells",4.0
5729,37030,"4:40 - 7:00 PM, MW",PHY,007A,PHY 007A,EPHSCI 2322,C08,General Physics,"Berry,Wells",4.0
5730,37031,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C09,General Physics,"Berry,Wells",4.0
5731,37031,"7:10 - 9:30 PM, MW",PHY,007A,PHY 007A,EPHSCI 2322,C09,General Physics,"Berry,Wells",4.0
5732,37032,"7:30 - 8:50 AM, T",PHY,007A,PHY 007A,RESSLR 66,C10,General Physics,"Berry,Wells",4.0
5733,37032,"8:00 - 10:20 AM, MR",PHY,007A,PHY 007A,EPHSCI 2322,C10,General Physics,"Berry,Wells",4.0
