,crn,date,subj,sub_num,course,location,section,description,instructor,credit
867,15465,"3:10 - 6:00 PM, R",BIS,002B,BIS 002B,SCILAB 1087,B17,Introduction to Biology,"Furrow,Keen",5.0
868,15465,"6:10 - 7:00 PM, M",BIS,002B,BIS 002B,CALIFO 1100,B17,Introduction to Biology,"Furrow,Keen",5.0
869,44746,"8:00 - 10:50 AM, T",BIS,002B,BIS 002B,SCILAB 1090,C01,Introduction to Biology,"Rosenheim, J",5.0
870,44746,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C01,Introduction to Biology,"Rosenheim, J",5.0
871,44746,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C01,Introduction to Biology,"Rosenheim, J",5.0
872,44749,"11:00 - 1:50 PM, T",BIS,002B,BIS 002B,SCILAB 1090,C02,Introduction to Biology,"Rosenheim, J",5.0
873,44749,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C02,Introduction to Biology,"Rosenheim, J",5.0
874,44749,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C02,Introduction to Biology,"Rosenheim, J",5.0
875,44754,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C03,Introduction to Biology,"Rosenheim, J",5.0
876,44754,"2:30 - 5:20 PM, T",BIS,002B,BIS 002B,SCILAB 1090,C03,Introduction to Biology,"Rosenheim, J",5.0
877,44754,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C03,Introduction to Biology,"Rosenheim, J",5.0
878,44755,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C04,Introduction to Biology,"Rosenheim, J",5.0
879,44755,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C04,Introduction to Biology,"Rosenheim, J",5.0
880,44755,"5:30 - 8:20 PM, T",BIS,002B,BIS 002B,SCILAB 1090,C04,Introduction to Biology,"Rosenheim, J",5.0
881,44756,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C05,Introduction to Biology,"Rosenheim, J",5.0
882,44756,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C05,Introduction to Biology,"Rosenheim, J",5.0
883,44756,"8:00 - 10:50 AM, W",BIS,002B,BIS 002B,SCILAB 1080,C05,Introduction to Biology,"Rosenheim, J",5.0
884,44757,"8:00 - 10:50 AM, W",BIS,002B,BIS 002B,SCILAB 1087,C06,Introduction to Biology,"Rosenheim, J",5.0
885,44757,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C06,Introduction to Biology,"Rosenheim, J",5.0
886,44757,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C06,Introduction to Biology,"Rosenheim, J",5.0
887,44758,"8:00 - 10:50 AM, W",BIS,002B,BIS 002B,SCILAB 1088,C07,Introduction to Biology,"Rosenheim, J",5.0
888,44758,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C07,Introduction to Biology,"Rosenheim, J",5.0
889,44758,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C07,Introduction to Biology,"Rosenheim, J",5.0
890,44759,"8:00 - 10:50 AM, W",BIS,002B,BIS 002B,SCILAB 1090,C08,Introduction to Biology,"Rosenheim, J",5.0
891,44759,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C08,Introduction to Biology,"Rosenheim, J",5.0
892,44759,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C08,Introduction to Biology,"Rosenheim, J",5.0
893,44760,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C09,Introduction to Biology,"Rosenheim, J",5.0
894,44760,"3:10 - 6:00 PM, R",BIS,002B,BIS 002B,SCILAB 1088,C09,Introduction to Biology,"Rosenheim, J",5.0
895,44760,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C09,Introduction to Biology,"Rosenheim, J",5.0
896,44761,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C10,Introduction to Biology,"Rosenheim, J",5.0
897,44761,"3:10 - 6:00 PM, R",BIS,002B,BIS 002B,SCILAB 1090,C10,Introduction to Biology,"Rosenheim, J",5.0
898,44761,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C10,Introduction to Biology,"Rosenheim, J",5.0
899,44762,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C11,Introduction to Biology,"Rosenheim, J",5.0
900,44762,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C11,Introduction to Biology,"Rosenheim, J",5.0
901,44762,"6:10 - 9:00 PM, R",BIS,002B,BIS 002B,SCILAB 1080,C11,Introduction to Biology,"Rosenheim, J",5.0
902,44763,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C12,Introduction to Biology,"Rosenheim, J",5.0
903,44763,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C12,Introduction to Biology,"Rosenheim, J",5.0
904,44763,"6:10 - 9:00 PM, R",BIS,002B,BIS 002B,SCILAB 1087,C12,Introduction to Biology,"Rosenheim, J",5.0
905,44764,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C13,Introduction to Biology,"Rosenheim, J",5.0
906,44764,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C13,Introduction to Biology,"Rosenheim, J",5.0
907,44764,"6:10 - 9:00 PM, R",BIS,002B,BIS 002B,SCILAB 1088,C13,Introduction to Biology,"Rosenheim, J",5.0
908,44765,"1:10 - 2:00 PM, MWF",BIS,002B,BIS 002B,CALIFO 1100,C14,Introduction to Biology,"Rosenheim, J",5.0
909,44765,"5:10 - 6:00 PM, W",BIS,002B,BIS 002B,CALIFO 1100,C14,Introduction to Biology,"Rosenheim, J",5.0
910,44765,"6:10 - 9:00 PM, R",BIS,002B,BIS 002B,SCILAB 1090,C14,Introduction to Biology,"Rosenheim, J",5.0
911,15474,"8:30 - 11:20 AM, T",BIS,002C,BIS 002C,SCILAB 3079,A01,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
912,15474,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A01,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
913,15474,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A01,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
914,15475,"8:30 - 11:20 AM, T",BIS,002C,BIS 002C,SCILAB 3085,A02,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
915,15475,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A02,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
916,15475,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A02,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
917,15476,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A03,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
918,15476,"12:10 - 3:00 PM, T",BIS,002C,BIS 002C,SCILAB 3079,A03,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
919,15476,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A03,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
920,15477,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A04,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
921,15477,"12:10 - 3:00 PM, T",BIS,002C,BIS 002C,SCILAB 3085,A04,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
922,15477,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A04,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
923,15478,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A05,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
924,15478,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A05,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
925,15478,"3:10 - 6:00 PM, T",BIS,002C,BIS 002C,SCILAB 3079,A05,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
926,15479,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A06,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
927,15479,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A06,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
928,15479,"3:10 - 6:00 PM, T",BIS,002C,BIS 002C,SCILAB 3085,A06,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
929,15480,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A07,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
930,15480,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A07,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
931,15480,"6:10 - 9:00 PM, T",BIS,002C,BIS 002C,SCILAB 3079,A07,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
932,15481,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A08,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
933,15481,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A08,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
934,15481,"6:10 - 9:00 PM, T",BIS,002C,BIS 002C,SCILAB 3085,A08,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
935,15482,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A09,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
936,15482,"12:10 - 3:00 PM, W",BIS,002C,BIS 002C,SCILAB 3079,A09,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
937,15482,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A09,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
938,15483,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A10,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
939,15483,"12:10 - 3:00 PM, W",BIS,002C,BIS 002C,SCILAB 3085,A10,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
940,15483,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A10,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
941,15484,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A11,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
942,15484,"12:10 - 3:00 PM, W",BIS,002C,BIS 002C,SCILAB 3088,A11,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
943,15484,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A11,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
944,15485,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A12,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
945,15485,"12:10 - 3:00 PM, W",BIS,002C,BIS 002C,SCILAB 3090,A12,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
946,15485,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A12,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
947,15486,"8:30 - 11:20 AM, R",BIS,002C,BIS 002C,SCILAB 3079,A13,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
948,15486,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A13,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
949,15486,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A13,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
950,15487,"8:30 - 11:20 AM, R",BIS,002C,BIS 002C,SCILAB 3085,A14,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
951,15487,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A14,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
952,15487,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A14,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
953,15488,"8:30 - 11:20 AM, R",BIS,002C,BIS 002C,SCILAB 3088,A15,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
954,15488,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A15,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
955,15488,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A15,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
956,15489,"8:30 - 11:20 AM, R",BIS,002C,BIS 002C,SCILAB 3090,A16,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
957,15489,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A16,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
958,15489,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A16,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
959,15490,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A17,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
960,15490,"12:10 - 3:00 PM, R",BIS,002C,BIS 002C,SCILAB 3079,A17,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
961,15490,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A17,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
962,15491,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A18,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
963,15491,"12:10 - 3:00 PM, R",BIS,002C,BIS 002C,SCILAB 3085,A18,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
964,15491,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A18,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
965,15492,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A19,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
966,15492,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A19,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
967,15492,"3:10 - 6:00 PM, R",BIS,002C,BIS 002C,SCILAB 3079,A19,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
968,15493,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A20,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
969,15493,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A20,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
970,15493,"3:10 - 6:00 PM, R",BIS,002C,BIS 002C,SCILAB 3085,A20,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
971,15494,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A21,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
972,15494,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A21,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
973,15494,"6:10 - 9:00 PM, R",BIS,002C,BIS 002C,SCILAB 3079,A21,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
974,15495,"11:00 - 11:50 AM, MWF",BIS,002C,BIS 002C,CALIFO 1100,A22,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
975,15495,"2:10 - 3:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,A22,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
976,15495,"6:10 - 9:00 PM, R",BIS,002C,BIS 002C,SCILAB 3085,A22,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
977,15496,"8:30 - 11:20 AM, T",BIS,002C,BIS 002C,SCILAB 3088,B01,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
978,15496,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B01,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
979,15496,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B01,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
980,15497,"8:30 - 11:20 AM, T",BIS,002C,BIS 002C,SCILAB 3090,B02,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
981,15497,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B02,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
982,15497,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B02,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
983,15498,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B03,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
984,15498,"12:10 - 3:00 PM, T",BIS,002C,BIS 002C,SCILAB 3088,B03,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
985,15498,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B03,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
986,15499,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B04,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
987,15499,"12:10 - 3:00 PM, T",BIS,002C,BIS 002C,SCILAB 3090,B04,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
988,15499,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B04,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
989,15500,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B05,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
990,15500,"3:10 - 6:00 PM, T",BIS,002C,BIS 002C,SCILAB 3088,B05,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
991,15500,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B05,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
992,15501,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B06,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
993,15501,"3:10 - 6:00 PM, T",BIS,002C,BIS 002C,SCILAB 3090,B06,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
994,15501,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B06,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
995,15502,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B07,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
996,15502,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B07,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
997,15502,"6:10 - 9:00 PM, T",BIS,002C,BIS 002C,SCILAB 3088,B07,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
998,15503,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B08,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
999,15503,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B08,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1000,15503,"6:10 - 9:00 PM, T",BIS,002C,BIS 002C,SCILAB 3090,B08,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1001,15504,"8:30 - 11:20 AM, W",BIS,002C,BIS 002C,SCILAB 3079,B09,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1002,15504,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B09,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1003,15504,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B09,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1004,15505,"8:30 - 11:20 AM, W",BIS,002C,BIS 002C,SCILAB 3085,B10,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1005,15505,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B10,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1006,15505,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B10,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1007,15506,"8:30 - 11:20 AM, W",BIS,002C,BIS 002C,SCILAB 3088,B11,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1008,15506,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B11,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1009,15506,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B11,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1010,15507,"8:30 - 11:20 AM, W",BIS,002C,BIS 002C,SCILAB 3090,B12,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1011,15507,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B12,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1012,15507,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B12,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1013,15508,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B13,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1014,15508,"3:10 - 6:00 PM, W",BIS,002C,BIS 002C,SCILAB 3079,B13,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1015,15508,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B13,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1016,15509,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B14,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1017,15509,"3:10 - 6:00 PM, W",BIS,002C,BIS 002C,SCILAB 3085,B14,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1018,15509,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B14,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1019,15510,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B15,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1020,15510,"3:10 - 6:00 PM, W",BIS,002C,BIS 002C,SCILAB 3088,B15,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1021,15510,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B15,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1022,15511,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B16,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1023,15511,"3:10 - 6:00 PM, W",BIS,002C,BIS 002C,SCILAB 3090,B16,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1024,15511,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B16,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1025,15512,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B17,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1026,15512,"12:10 - 3:00 PM, R",BIS,002C,BIS 002C,SCILAB 3088,B17,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1027,15512,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B17,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1028,15513,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B18,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1029,15513,"12:10 - 3:00 PM, R",BIS,002C,BIS 002C,SCILAB 3090,B18,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1030,15513,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B18,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1031,15514,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B19,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1032,15514,"3:10 - 6:00 PM, R",BIS,002C,BIS 002C,SCILAB 3088,B19,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1033,15514,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B19,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1034,15515,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B20,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1035,15515,"3:10 - 6:00 PM, R",BIS,002C,BIS 002C,SCILAB 3090,B20,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1036,15515,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B20,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1037,15516,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B21,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1038,15516,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B21,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1039,15516,"6:10 - 9:00 PM, R",BIS,002C,BIS 002C,SCILAB 3088,B21,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1040,15517,"12:10 - 1:00 PM, MWF",BIS,002C,BIS 002C,CALIFO 1100,B22,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1041,15517,"3:10 - 4:00 PM, F",BIS,002C,BIS 002C,CALIFO 1100,B22,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1042,15517,"6:10 - 9:00 PM, R",BIS,002C,BIS 002C,SCILAB 3090,B22,Introduction to Biology,"Ledford,Rodrigues,Ward",5.0
1043,15518,"9:00 - 10:20 AM, TR",BIS,002D,BIS 002D,HART 1150,001,Intro to Cell Biology,"Diaz, E",3.0
1044,15523,"9:00 - 9:50 AM, F",BIS,010,BIS 010,SCILAB 2079,A01,Everyday Biology,"Collins, S",4.0
1045,15523,"11:00 - 11:50 AM, MWF",BIS,010,BIS 010,CHEM 179,A01,Everyday Biology,"Collins, S",4.0
1046,15524,"11:00 - 11:50 AM, MWF",BIS,010,BIS 010,CHEM 179,A02,Everyday Biology,"Collins, S",4.0
1047,15524,"9:00 - 9:50 AM, F",BIS,010,BIS 010,SCILAB 2087,A02,Everyday Biology,"Collins, S",4.0
1048,15525,"11:00 - 11:50 AM, MWF",BIS,010,BIS 010,CHEM 179,A03,Everyday Biology,"Collins, S",4.0
1049,15525,"10:00 - 10:50 AM, F",BIS,010,BIS 010,SCILAB 2079,A03,Everyday Biology,"Collins, S",4.0
1050,15526,"10:00 - 10:50 AM, F",BIS,010,BIS 010,SCILAB 2087,A04,Everyday Biology,"Collins, S",4.0
